id,dataset,question,answer,chart_type,image_path,bboxes,original_file
matsa_25b750ce,MATSA,How many A220-100 aircraft are committed for delivery in calendar year ending 2019 for Delta Airlines?,Delta Airlines has committed for delivery of 24 A220-100 aircraft in the calendar year ending 2019.,bar,images/MATSA/matsa_25b750ce.png,"[{""x1"": 600.0, ""y1"": 2215.0, ""x2"": 857.6623376623377, ""y2"": 2565.0}]",MATSA_aitqa_350/input_ann_fixed.json
matsa_e402b25b,MATSA,What are the aircraft purchase commitments after 2021 for Delta?,Delta has commitments to purchase 108 aircraft after 2021.,bar,images/MATSA/matsa_e402b25b.png,"[{""x1"": 600.0, ""y1"": 464.9999999999998, ""x2"": 4142.857142857142, ""y2"": 655.9090909090909}]",MATSA_aitqa_351/input_ann_fixed.json
matsa_8796fa7f,MATSA,"How many A350-900 has Delta commited to purchase in total as of December 31, 2018?","As of December 31, 2018, Delta has committed to purchase a total of 14 A350-900 aircraft.",pie,images/MATSA/matsa_8796fa7f.png,"[{""x1"": 2459.999917120668, ""y1"": 665.532183816331, ""x2"": 3279.13957332141, ""y2"": 1515.0004940843164}]",MATSA_aitqa_353/input_ann_fixed.json
matsa_2b3a39c9,MATSA,How many aircraft do Delta airlines plan to purchase after 2021 as of 2018? ,Delta Airlines plans to purchase 108 aircraft after 2021 as of 2018.,bar,images/MATSA/matsa_2b3a39c9.png,"[{""x1"": 4025.057851239669, ""y1"": 475.7142857142858, ""x2"": 4370.181818181818, ""y2"": 2790.0}]",MATSA_aitqa_354/input_ann_fixed.json
matsa_236d549e,MATSA,What is the average price paid per share for Delta Airlines in the period of November 2018?,The average price paid per share for Delta Airlines in November 2018 was $56.38.,bar,images/MATSA/matsa_236d549e.png,"[{""x1"": 384.0, ""y1"": 1259.4155844155846, ""x2"": 4361.142857142857, ""y2"": 1890.5844155844156}]",MATSA_aitqa_356/input_ann_fixed.json
matsa_d19fbbdb,MATSA,"As of November 2018, how many shares have been purchased by Delta as part of publicly announced plans or programs?","As of November 2018, Delta has purchased 2,188,178 shares as part of publicly announced plans or programs.",bar,images/MATSA/matsa_d19fbbdb.png,"[{""x1"": 1976.8831168831168, ""y1"": 502.80927202702907, ""x2"": 2298.961038961039, ""y2"": 2670.0}]",MATSA_aitqa_358/input_ann_fixed.json
matsa_55e947e0,MATSA,"In December 2018, what was the average price paid per share for Delta airlines? ","In December 2018, the average price paid per share for Delta Airlines was $54.22.",bar,images/MATSA/matsa_55e947e0.png,"[{""x1"": 600.0, ""y1"": 379.9999999999998, ""x2"": 3961.64, ""y2"": 1019.9999999999999}]",MATSA_aitqa_359/input_ann_fixed.json
matsa_af413a8b,MATSA,"For the Publicly Announced Plans or Programs, how many shares are purchased by Delta airlines in October 2018?","Delta Airlines purchased 1,538,432 shares in October 2018 under Publicly Announced Plans or Programs.",line,images/MATSA/matsa_af413a8b.png,"[{""x1"": 684.5454545454545, ""y1"": 2564.9998462378803}]",MATSA_aitqa_360/input_ann_fixed.json
matsa_3d2d8758,MATSA,What was the average price per share as of November 2018 for Delta Airlines?,"As of November 2018, the average price per share for Delta Airlines was $56.38.",line,images/MATSA/matsa_3d2d8758.png,"[{""x1"": 2375.4545454545455, ""y1"": 431.45367412140854}]",MATSA_aitqa_361/input_ann_fixed.json
matsa_7dccb7a2,MATSA,"For the period of November 2018, how much was paid for the shares of Delta Airlines?","In November 2018, $56.38 was paid for the shares of Delta Airlines.",bar,images/MATSA/matsa_7dccb7a2.png,"[{""x1"": 600.0, ""y1"": 1215.0, ""x2"": 4142.857142857142, ""y2"": 1815.0}]",MATSA_aitqa_362/input_ann_fixed.json
matsa_cbdc8b24,MATSA,what is the operating revenue in 2018 for Delta airlines?,"Delta Airlines' operating revenue in 2018 was $44,438.",line,images/MATSA/matsa_cbdc8b24.png,"[{""x1"": 726.8181818181819, ""y1"": 464.9789494787483}]",MATSA_aitqa_363/input_ann_fixed.json
matsa_96dffb64,MATSA,what is the operating expense in 2018 for Delta airlines?,"Delta Airlines had an operating expense of 39,174 in 2018.",bar,images/MATSA/matsa_96dffb64.png,"[{""x1"": 769.090909090909, ""y1"": 469.9999999999999, ""x2"": 1332.7272727272725, ""y2"": 2670.0}]",MATSA_aitqa_364/input_ann_fixed.json
matsa_7ccad4f4,MATSA,what is the income before income taxes for Delta Airlines in 2018?,"Delta Airlines' income before income taxes in 2018 was $5,151 million.",line,images/MATSA/matsa_7ccad4f4.png,"[{""x1"": 726.8181818181819, ""y1"": 1157.2752670501234}]",MATSA_aitqa_365/input_ann_fixed.json
matsa_0c740816,MATSA,what is the basic earnings per share for Delta airlines for 2016?,The basic earnings per share for Delta Airlines for 2016 was $5.59.,bar,images/MATSA/matsa_0c740816.png,"[{""x1"": 2178.181818181818, ""y1"": 508.6643233743412, ""x2"": 2741.8181818181815, ""y2"": 2670.0}]",MATSA_aitqa_367/input_ann_fixed.json
matsa_aefe8dbf,MATSA,what is the cash dividends declared per share in 2017 for Delta Airlines?,Delta Airlines declared cash dividends of $1.02 per share in 2017.,bar,images/MATSA/matsa_aefe8dbf.png,"[{""x1"": 1473.6363636363637, ""y1"": 957.0229007633592, ""x2"": 2037.272727272727, ""y2"": 2670.0}]",MATSA_aitqa_368/input_ann_fixed.json
matsa_b28bcfb7,MATSA,What was the operating revenue for Delta airlines in the year 2016?,"Delta Airlines had an operating revenue of $39,450 in the year 2016.",bar,images/MATSA/matsa_b28bcfb7.png,"[{""x1"": 2178.181818181818, ""y1"": 716.9418065619516, ""x2"": 2741.8181818181815, ""y2"": 2670.0}]",MATSA_aitqa_369/input_ann_fixed.json
matsa_c0e66e3f,MATSA,How much net income was made as of 2015 by Delta Airlines?,"As of 2015, Delta Airlines made a net income of $4,526.",bar,images/MATSA/matsa_c0e66e3f.png,"[{""x1"": 2882.727272727273, ""y1"": 470.00000000000017, ""x2"": 3446.3636363636365, ""y2"": 2670.0}]",MATSA_aitqa_370/input_ann_fixed.json
matsa_cf566898,MATSA,What was the net income of Delta Airlines for the period of 2015?,"The net income of Delta Airlines for the period of 2015 was $4,526.",line,images/MATSA/matsa_cf566898.png,"[{""x1"": 1572.272727272727, ""y1"": 464.972847168348}]",MATSA_aitqa_371/input_ann_fixed.json
matsa_60c8d9f5,MATSA,What are the diluted earnings per share for Delta airlines in the year 2016?,Delta Airlines' diluted earnings per share in 2016 was $5.55.,line,images/MATSA/matsa_60c8d9f5.png,"[{""x1"": 2417.7272727272725, ""y1"": 495.061349693252}]",MATSA_aitqa_372/input_ann_fixed.json
matsa_eaf5c1d9,MATSA,What was the operating revenue of Delta Airlines as of 2015?,"Delta Airlines had an operating revenue of $40,704 as of 2015.",bar,images/MATSA/matsa_eaf5c1d9.png,"[{""x1"": 600.0, ""y1"": 902.5000000000002, ""x2"": 3845.1608340352204, ""y2"": 1252.5000000000002}]",MATSA_aitqa_373/input_ann_fixed.json
matsa_9a2911d2,MATSA,How much is the net income for Delta airlines in 2014? ,Delta Airlines had a net income of $659 in 2014.,bar,images/MATSA/matsa_9a2911d2.png,"[{""x1"": 3587.2727272727266, ""y1"": 2349.6730004418914, ""x2"": 4150.909090909091, ""y2"": 2670.0}]",MATSA_aitqa_374/input_ann_fixed.json
matsa_907ca8d4,MATSA,How much was the operating revenue for Delta airlines as of 2017?,"The operating revenue for Delta Airlines was $41,138 as of 2017.",line,images/MATSA/matsa_907ca8d4.png,"[{""x1"": 1572.272727272727, ""y1"": 1854.3133520449067}]",MATSA_aitqa_375/input_ann_fixed.json
matsa_e131f98a,MATSA,What was the operating revenue of Delta Airlines as of 2017?,"The operating revenue of Delta Airlines as of 2017 was $41,138.",bar,images/MATSA/matsa_e131f98a.png,"[{""x1"": 1473.6363636363637, ""y1"": 633.3736891849319, ""x2"": 2037.272727272727, ""y2"": 2670.0}]",MATSA_aitqa_376/input_ann_fixed.json
matsa_94b9c637,MATSA,How much net income has been made by Delta as of 2018?,"Delta made a net income of $3,935 as of 2018.",bar,images/MATSA/matsa_94b9c637.png,"[{""x1"": 600.0, ""y1"": 2215.0, ""x2"": 3680.2348336594914, ""y2"": 2565.0}]",MATSA_aitqa_377/input_ann_fixed.json
matsa_b4535e8b,MATSA,How much was the basic earnings per share for Delta Airlines as of 2018?,The basic earnings per share for Delta Airlines as of 2018 was $5.69.,bar,images/MATSA/matsa_b4535e8b.png,"[{""x1"": 600.0, ""y1"": 2215.0, ""x2"": 4142.857142857142, ""y2"": 2565.0}]",MATSA_aitqa_379/input_ann_fixed.json
matsa_3a867300,MATSA,What was the cost of restricted stock units awarded by United Airlines in 2017?,The cost of restricted stock units awarded by United Airlines in 2017 was $63.,line,images/MATSA/matsa_3a867300.png,"[{""x1"": 2375.4545454545455, ""y1"": 1261.9499999999998}]",MATSA_aitqa_38/input_ann_fixed.json
matsa_3c29caf5,MATSA,what are the available seat miles in 2016 for Delta Airlines?,"The available seat miles for Delta Airlines in 2016 were 251,867.",bar,images/MATSA/matsa_3c29caf5.png,"[{""x1"": 2155.6363636363635, ""y1"": 576.7514665957892, ""x2"": 2788.363636363636, ""y2"": 2790.0}]",MATSA_aitqa_381/input_ann_fixed.json
matsa_99179e4a,MATSA,how many seat miles are available in 2015 in Delta airlines?,"In 2015, Delta Airlines had 246,764 available seat miles.",bar,images/MATSA/matsa_99179e4a.png,"[{""x1"": 600.0, ""y1"": 1777.5, ""x2"": 3919.536005163936, ""y2"": 2127.5}]",MATSA_aitqa_382/input_ann_fixed.json
matsa_6ed77e4c,MATSA,what is the passenger load factor in 2018 for Delta Airlines?,The passenger load factor for Delta Airlines in 2018 was 85.5%.,line,images/MATSA/matsa_6ed77e4c.png,"[{""x1"": 726.8181818181819, ""y1"": 569.9999999999892}]",MATSA_aitqa_383/input_ann_fixed.json
matsa_adacff86,MATSA,what is the average price in 2016 in Delta airlines?,The average price in 2016 in Delta Airlines was $1.49.,bar,images/MATSA/matsa_adacff86.png,"[{""x1"": 2178.181818181818, ""y1"": 1725.3314121037467, ""x2"": 2741.8181818181815, ""y2"": 2670.0}]",MATSA_aitqa_386/input_ann_fixed.json
matsa_c6ebc93a,MATSA,What was compensation cost of RSUs for United airlines in 2017 ?,The compensation cost of RSUs for United Airlines in 2017 was $63.,line,images/MATSA/matsa_c6ebc93a.png,"[{""x1"": 2377.090909090909, ""y1"": 2400.6477272727275}]",MATSA_aitqa_39/input_ann_fixed.json
matsa_3ad1af45,MATSA,What is the operating cost per available seat mile in 2015 for Delta Airlines?,The operating cost per available seat mile for Delta Airlines in 2015 was 13.33¢.,bar,images/MATSA/matsa_3ad1af45.png,"[{""x1"": 600.0, ""y1"": 1777.5, ""x2"": 3566.4752333094043, ""y2"": 2127.5}]",MATSA_aitqa_390/input_ann_fixed.json
matsa_c3f022ce,MATSA,How many full time equivalent employees were working for Delta Airlines by the end of 2017?,"Delta Airlines had 86,564 full-time equivalent employees by the end of 2017.",bar,images/MATSA/matsa_c3f022ce.png,"[{""x1"": 1473.6363636363637, ""y1"": 522.4943617501127, ""x2"": 2037.272727272727, ""y2"": 2670.0}]",MATSA_aitqa_392/input_ann_fixed.json
matsa_b91bc04c,MATSA,What is the fuel consumption of Delta Airlines in 2018?,"Delta Airlines' fuel consumption in 2018 was 4,113.",line,images/MATSA/matsa_b91bc04c.png,"[{""x1"": 726.8181818181819, ""y1"": 464.5227272727256}]",MATSA_aitqa_395/input_ann_fixed.json
matsa_304c04a6,MATSA,What is the load factor of passengers for Delta Airlines in 2016?,The load factor of passengers for Delta Airlines in 2016 was 84.6%.,line,images/MATSA/matsa_304c04a6.png,"[{""x1"": 2417.7272727272725, ""y1"": 2460.000000000011}]",MATSA_aitqa_396/input_ann_fixed.json
matsa_73906744,MATSA,How many gallons (in millions) of fuel were consumed in 2018 by American Airlines?,"In 2018, American Airlines consumed 4,447 million gallons of fuel.",bar,images/MATSA/matsa_73906744.png,"[{""x1"": 600.0, ""y1"": 1965.0, ""x2"": 4142.857142857142, ""y2"": 2565.0}]",MATSA_aitqa_397/input_ann_fixed.json
matsa_50c0e06e,MATSA,How much fuel did American Airlines use in 2018?,"American Airlines used 4,447 units of fuel in 2018.",bar,images/MATSA/matsa_50c0e06e.png,"[{""x1"": 3184.6753246753246, ""y1"": 470.00000000000017, ""x2"": 4150.909090909091, ""y2"": 2670.0}]",MATSA_aitqa_398/input_ann_fixed.json
matsa_b680da40,MATSA,How much did American Airlines pay for fuel in 2016?,"American Airlines paid $6,180 million for fuel in 2016.",bar,images/MATSA/matsa_b680da40.png,"[{""x1"": 600.0, ""y1"": 1965.0, ""x2"": 2812.4956692458713, ""y2"": 2565.0}]",MATSA_aitqa_399/input_ann_fixed.json
matsa_04bfc334,MATSA,What was the compensation cost of United airlines as reported in 218?,The compensation cost of United Airlines in 2018 was reported as $101.,bar,images/MATSA/matsa_04bfc334.png,"[{""x1"": 3184.6753246753246, ""y1"": 469.9999999999999, ""x2"": 4150.909090909091, ""y2"": 2670.0}]",MATSA_aitqa_40/input_ann_fixed.json
matsa_02b8c7cc,MATSA,What were American Airlines' regional fuel expenses in 2017?,"American Airlines' regional fuel expenses in 2017 were $1,382 million.",bar,images/MATSA/matsa_02b8c7cc.png,"[{""x1"": 1663.3377257576935, ""y1"": 1215.0, ""x2"": 4320.0, ""y2"": 1815.0}]",MATSA_aitqa_401/input_ann_fixed.json
matsa_63dd79ce,MATSA,List American Airlines' capacity in 2018.,"American Airlines had a capacity of 282,054 in 2018.",line,images/MATSA/matsa_63dd79ce.png,"[{""x1"": 507.0, ""y1"": 689.1900000000023}]",MATSA_aitqa_402/input_ann_fixed.json
matsa_fbcad4f9,MATSA,For what percentage did the operating cost per available seat mile increase from 2017 to 2018 for American Airlines?,The operating cost per available seat mile for American Airlines increased by 6.9% from 2017 to 2018.,bar,images/MATSA/matsa_fbcad4f9.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 3581.1846689895474, ""y2"": 1398.3333333333335}]",MATSA_aitqa_405/input_ann_fixed.json
matsa_dd6d7791,MATSA,What was the size of American Airlines fleet in 2017?,"American Airlines had a fleet size of 1,545 in 2017.",bar,images/MATSA/matsa_dd6d7791.png,"[{""x1"": 1976.8831168831166, ""y1"": 478.5106382978722, ""x2"": 2943.116883116883, ""y2"": 2670.0}]",MATSA_aitqa_407/input_ann_fixed.json
matsa_c082d24f,MATSA,What is the total CASM excluding special items and fuel for American Airlines in 2018?,The total CASM excluding special items and fuel for American Airlines in 2018 was 11.06.,bar,images/MATSA/matsa_c082d24f.png,"[{""x1"": 573.8181818181818, ""y1"": 475.7142857142858, ""x2"": 2261.090909090909, ""y2"": 2790.0}]",MATSA_aitqa_408/input_ann_fixed.json
matsa_1791557b,MATSA,How much cash asset American Airlines had as of 2018?,American Airlines had $275 in cash assets as of 2018.,line,images/MATSA/matsa_1791557b.png,"[{""x1"": 384.0, ""y1"": 2674.022727272726}]",MATSA_aitqa_412/input_ann_fixed.json
matsa_33d8d218,MATSA,What was the value of American Airlines' current assets in 2017?,"American Airlines' current assets were valued at 9,146 in 2017.",bar,images/MATSA/matsa_33d8d218.png,"[{""x1"": 769.090909090909, ""y1"": 469.9999999999999, ""x2"": 2272.121212121212, ""y2"": 2670.0}]",MATSA_aitqa_413/input_ann_fixed.json
matsa_f920d293,MATSA,What is the total passenger revenue by the end of 2018 for American Airlines?,"The total passenger revenue for American Airlines by the end of 2018 was 40,676.",line,images/MATSA/matsa_f920d293.png,"[{""x1"": 4066.363636363636, ""y1"": 464.971082346461}]",MATSA_aitqa_414/input_ann_fixed.json
matsa_4fa93406,MATSA,How much cargo renevue has been made by American Airlines in 2017?,American Airlines made 890 million dollars in cargo revenue in 2017.,line,images/MATSA/matsa_4fa93406.png,"[{""x1"": 2375.4545454545455, ""y1"": 1597.4342105263167}]",MATSA_aitqa_416/input_ann_fixed.json
matsa_58dfea36,MATSA,What is the total income tax provision for American Airlines in 2018?,The total income tax provision for American Airlines in 2018 was $472.,bar,images/MATSA/matsa_58dfea36.png,"[{""x1"": 384.0, ""y1"": 2048.3766233766237, ""x2"": 1272.4105199107564, ""y2"": 2679.5454545454545}]",MATSA_aitqa_419/input_ann_fixed.json
matsa_8146dc85,MATSA,What was the fair value of United's cash and cash equivalent at the end of 2018?,"The fair value of United's cash and cash equivalents at the end of 2018 was $1,694.",bar,images/MATSA/matsa_8146dc85.png,"[{""x1"": 600.0, ""y1"": 2487.222222222222, ""x2"": 4142.857142857142, ""y2"": 2565.0}]",MATSA_aitqa_42/input_ann_fixed.json
matsa_6ae99a3e,MATSA,What is the total deferred income tax provision for American Airlines in 2018?,"The total deferred income tax provision for American Airlines in 2018 was $2,089 million.",line,images/MATSA/matsa_6ae99a3e.png,"[{""x1"": 4227.0, ""y1"": 2646.6}]",MATSA_aitqa_420/input_ann_fixed.json
matsa_e696fa2f,MATSA,What is the total amount of short-term investments (in millions) American Airlines made in 2018?,"American Airlines made short-term investments totaling 4,485 million dollars in 2018.",bar,images/MATSA/matsa_e696fa2f.png,"[{""x1"": 2878.5, ""y1"": 307.9999999999997, ""x2"": 2971.5, ""y2"": 2700.0}]",MATSA_aitqa_421/input_ann_fixed.json
matsa_1f8ec523,MATSA,What was the value of American Airlines' level 2 short-term investments in 2018?,"The value of American Airlines' level 2 short-term investments in 2018 was 4,469.",bar,images/MATSA/matsa_1f8ec523.png,"[{""x1"": 600.0, ""y1"": 1082.6470588235293, ""x2"": 4142.857142857143, ""y2"": 1329.7058823529412}]",MATSA_aitqa_422/input_ann_fixed.json
matsa_aac6fac6,MATSA,What are the operating revenues for American Airlines in the second quarter of 2018?,"American Airlines had operating revenues of $11,643 in the second quarter of 2018.",bar,images/MATSA/matsa_aac6fac6.png,"[{""x1"": 600.0, ""y1"": 1791.3157894736842, ""x2"": 4142.857142857143, ""y2"": 2012.368421052632}]",MATSA_aitqa_424/input_ann_fixed.json
matsa_71fb2778,MATSA,Show me American Airlines' diluted EPS for Q3 2017.,American Airlines' diluted EPS for Q3 2017 was $1.36.,line,images/MATSA/matsa_71fb2778.png,"[{""x1"": 2967.272727272728, ""y1"": 705.4040404040406}]",MATSA_aitqa_427/input_ann_fixed.json
matsa_a57e6730,MATSA,How much revenue has been made out of carrying cargo by American Airlines in 2016?,American Airlines made $785 million in revenue from carrying cargo in 2016.,line,images/MATSA/matsa_a57e6730.png,"[{""x1"": 4066.363636363636, ""y1"": 2564.5394736842113}]",MATSA_aitqa_430/input_ann_fixed.json
matsa_cf9fb69d,MATSA,How much did American Airlines earn from interest in 2017?,American Airlines earned $215 million from interest in 2017.,bar,images/MATSA/matsa_cf9fb69d.png,"[{""x1"": 1976.8831168831166, ""y1"": 1236.6666666666667, ""x2"": 2943.116883116883, ""y2"": 2670.0}]",MATSA_aitqa_431/input_ann_fixed.json
matsa_d8868849,MATSA,What is American Airlines' labor contract expense in 2018?,American Airlines' labor contract expense in 2018 was $13.,line,images/MATSA/matsa_d8868849.png,"[{""x1"": 4227.0, ""y1"": 2073.6}]",MATSA_aitqa_432/input_ann_fixed.json
matsa_ca287d72,MATSA,What is the severance expenses for American Airlines in 2018?,The severance expenses for American Airlines in 2018 were 58.,line,images/MATSA/matsa_ca287d72.png,"[{""x1"": 684.5454545454545, ""y1"": 463.1896551724137}]",MATSA_aitqa_433/input_ann_fixed.json
matsa_75a06521,MATSA,What was the mainline passenger revenue share in 2014 for Alaska? ,"In 2014, the mainline passenger revenue share for Alaska was 70%.",line,images/MATSA/matsa_75a06521.png,"[{""x1"": 1572.272727272727, ""y1"": 578.6301369863014}]",MATSA_aitqa_436/input_ann_fixed.json
matsa_70ce6efe,MATSA,What fraction of Alaska's revenue was from mail and freight in 2017?,"In 2017, mail and freight contributed 1% to Alaska's revenue.",bar,images/MATSA/matsa_70ce6efe.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 3221.714285714286, ""y2"": 815.0000000000005}, {""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 3221.714285714286, ""y2"": 815.0000000000005}, {""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 3221.714285714286, ""y2"": 815.0000000000005}, {""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 3221.714285714286, ""y2"": 815.0000000000005}]",MATSA_aitqa_437/input_ann_fixed.json
matsa_47f0dd20,MATSA,What percentage of Alaska's revenues in 2014 can be attributed to transporting passengers on mainline flights?,70% of Alaska's revenues in 2014 were attributed to transporting passengers on mainline flights.,pie,images/MATSA/matsa_47f0dd20.png,"[{""x1"": 1409.9993193561834, ""y1"": 465.00000000000006, ""x2"": 3458.610526372899, ""y2"": 2565.0019366019505}]",MATSA_aitqa_438/input_ann_fixed.json
matsa_17b05f5c,MATSA,What is the share of regional revenue of passengers for Alaska Airlines in 2014?,"In 2014, the share of regional revenue from passengers for Alaska Airlines was 15%.",line,images/MATSA/matsa_17b05f5c.png,"[{""x1"": 1572.272727272727, ""y1"": 578.6301369863014}]",MATSA_aitqa_440/input_ann_fixed.json
matsa_7f3d228f,MATSA,What percentage of Alaska's 2017 operating revenue is due to interline agreements with other airlines in the US?,"In 2017, 2% of Alaska's operating revenue came from interline agreements with other airlines in the US.",bar,images/MATSA/matsa_7f3d228f.png,"[{""x1"": 769.090909090909, ""y1"": 1570.0000000000002, ""x2"": 1332.7272727272725, ""y2"": 2670.0}]",MATSA_aitqa_449/input_ann_fixed.json
matsa_8c6930dc,MATSA,Find the operating revenue of Southwest for the fourth quarter of 2018.,"Southwest's operating revenue for the fourth quarter of 2018 was $10,491.",line,images/MATSA/matsa_8c6930dc.png,"[{""x1"": 4258.000000000001, ""y1"": 1268.5920000000008}]",MATSA_aitqa_45/input_ann_fixed.json
matsa_f0f7a1fb,MATSA,What percentage of Alaska's fuel expenses in 2014 is attributed to refining crude oil into aircraft fuel?,18% of Alaska's fuel expenses in 2014 was attributed to refining crude oil into aircraft fuel.,line,images/MATSA/matsa_f0f7a1fb.png,"[{""x1"": 3263.1818181818185, ""y1"": 463.3064516129032}]",MATSA_aitqa_452/input_ann_fixed.json
matsa_9796dd5b,MATSA,What percentage of Alaska Air tickets were sold through brick-and-mortar travel agencies in 2015?,"In 2015, 23% of Alaska Air tickets were sold through brick-and-mortar travel agencies.",line,images/MATSA/matsa_9796dd5b.png,"[{""x1"": 2417.7272727272725, ""y1"": 536.8421052631579}]",MATSA_aitqa_454/input_ann_fixed.json
matsa_ab559dbe,MATSA,How many of Alaska's employees are covered by AFA contracts in 2017?,"In 2017, 4,392 of Alaska's employees were covered by AFA contracts.",pie,images/MATSA/matsa_ab559dbe.png,"[{""x1"": 1409.997082377126, ""y1"": 1005.4663802711923, ""x2"": 2765.20667018749, ""y2"": 2565.0056393437194}]",MATSA_aitqa_456/input_ann_fixed.json
matsa_dc753086,MATSA,How many planes does Alaska operate as of 2017?,"As of 2017, Alaska operates 304 planes.",bar,images/MATSA/matsa_dc753086.png,"[{""x1"": 4016.3265306122444, ""y1"": 2017.7142857142858, ""x2"": 4320.0, ""y2"": 2700.0}]",MATSA_aitqa_462/input_ann_fixed.json
matsa_a3d21832,MATSA,How many Q400 did Alaska airlines own in 2017?,Alaska Airlines owned 35 Q400 aircraft in 2017.,bar,images/MATSA/matsa_a3d21832.png,"[{""x1"": 3255.72192513369, ""y1"": 2160.066225165563, ""x2"": 3653.582887700535, ""y2"": 2670.0}]",MATSA_aitqa_464/input_ann_fixed.json
matsa_7675da2c,MATSA,How old were Alaska's aircraft in 2017?,The average age of Alaska's aircraft was 7.4 years in 2017.,bar,images/MATSA/matsa_7675da2c.png,"[{""x1"": 4016.3265306122444, ""y1"": 1713.3333333333335, ""x2"": 4320.0, ""y2"": 2700.0}]",MATSA_aitqa_465/input_ann_fixed.json
matsa_8fdc6f58,MATSA,What was the peak share price for ALK in 2016?,The peak share price for ALK in 2016 was $91.88.,line,images/MATSA/matsa_8fdc6f58.png,"[{""x1"": 4094.545454545455, ""y1"": 1780.137307434695}]",MATSA_aitqa_466/input_ann_fixed.json
matsa_f000523d,MATSA,What did Alaska airlines pay for medical coverage in 2017?,Alaska Airlines paid $216 for medical coverage in 2017.,line,images/MATSA/matsa_f000523d.png,"[{""x1"": 384.0, ""y1"": 360.0}]",MATSA_aitqa_469/input_ann_fixed.json
matsa_a41bc183,MATSA,How much long term debt did Alaska airlines have in 2017?,"Alaska Airlines had $2,262 in long-term debt in 2017.",bar,images/MATSA/matsa_a41bc183.png,"[{""x1"": 600.0, ""y1"": 465.00000000000006, ""x2"": 3629.846070753443, ""y2"": 1398.3333333333335}]",MATSA_aitqa_477/input_ann_fixed.json
matsa_1773e150,MATSA,How much money was spent by Southwest on fuel in year in 2004?,"Southwest spent $1,470 on fuel in the year 2004.",bar,images/MATSA/matsa_1773e150.png,"[{""x1"": 997.5921375921375, ""y1"": 2272.4183006535945, ""x2"": 1180.3931203931204, ""y2"": 2670.0}]",MATSA_aitqa_479/input_ann_fixed.json
matsa_d429ad16,MATSA,Show Southwest's fuel expenses in Q2 2017.,Southwest's fuel expenses in Q2 2017 were $990.,bar,images/MATSA/matsa_d429ad16.png,"[{""x1"": 600.0, ""y1"": 1570.263157894737, ""x2"": 4021.881533101045, ""y2"": 2012.368421052632}]",MATSA_aitqa_481/input_ann_fixed.json
matsa_9a2fc4e7,MATSA, What was Southwest's available seat miles per fuel gallon consumed for the year 2017 ?,Southwest's available seat miles per fuel gallon consumed for the year 2017 was 75.2.,bar,images/MATSA/matsa_9a2fc4e7.png,"[{""x1"": 573.8181818181819, ""y1"": 475.7142857142858, ""x2"": 1206.5454545454545, ""y2"": 2790.0}]",MATSA_aitqa_482/input_ann_fixed.json
matsa_af919aae,MATSA,what is the total number of pilots working for Southwest Airlines in 2017 ? ,"Southwest Airlines had a total of 8,600 pilots working for them in 2017.",pie,images/MATSA/matsa_af919aae.png,"[{""x1"": 1499.3199211468352, ""y1"": 464.9999999999998, ""x2"": 2460.0000731720334, ""y2"": 1515.00001379664}]",MATSA_aitqa_483/input_ann_fixed.json
matsa_e0f4ce6c,MATSA,What is the total number of flight simulator technicians working for Southwest Airlines in 2017 ?,"In 2017, there were 50 flight simulator technicians working for Southwest Airlines.",bar,images/MATSA/matsa_e0f4ce6c.png,"[{""x1"": 600.0, ""y1"": 820.9322033898306, ""x2"": 612.2167487684729, ""y2"": 963.3050847457629}]",MATSA_aitqa_486/input_ann_fixed.json
matsa_21b54f03,MATSA,what was the diluted earnings per share for United airlines in the third quarter of 2017 ?,United Airlines had a diluted earnings per share of 2.15 in the third quarter of 2017.,bar,images/MATSA/matsa_21b54f03.png,"[{""x1"": 600.0, ""y1"": 1017.6315789473686, ""x2"": 2062.0235810255003, ""y2"": 1459.736842105263}]",MATSA_aitqa_49/input_ann_fixed.json
matsa_df22809b,MATSA,What is the total number of aircrafts operated by Southwest Airlines as of December 2017 ?,"As of December 2017, Southwest Airlines operated a total of 706 aircrafts.",pie,images/MATSA/matsa_df22809b.png,"[{""x1"": 2459.999111819438, ""y1"": 465.00000000000006, ""x2"": 3509.999130252206, ""y2"": 2565.0}]",MATSA_aitqa_495/input_ann_fixed.json
matsa_dfecd6fd,MATSA,How much money was spent by United airlines on fuel in 2016 ?,"United Airlines spent $5,813 on fuel in 2016.",line,images/MATSA/matsa_dfecd6fd.png,"[{""x1"": 478.90909090909093, ""y1"": 2679.5138419108084}]",MATSA_aitqa_5/input_ann_fixed.json
matsa_2b38319b,MATSA,find me Southwest's RPM in 2019,"Southwest's RPM in 2019 was 131,345.",line,images/MATSA/matsa_2b38319b.png,"[{""x1"": 4108.636363636364, ""y1"": 727.3938187334112}]",MATSA_aitqa_50/input_ann_fixed.json
